run.number,step,p.transition,conform.fixation,sample.size,population,mean.p.conform,mean.conform,mean.action,conformist.mortality,contrarian.mortality,environment
14,1729,0.2,TRUE,50,1000,0.714900595,0.739,0.296,0.199228792,0.04954955,1
11,1682,0.1,TRUE,5,1000,0.866182248,0.891,0.197,0.197814208,0.035294118,1
10,1622,0.05,TRUE,50,1000,0.802608343,0.948,0.078,0.049788136,0.196428571,0
9,1972,0.05,TRUE,5,1000,0.900204948,0.97,0.046,0.049433574,0.206896552,0
12,1609,0.1,TRUE,50,1000,0.73448374,0.863,0.847,0.049180328,0.198630137,1
13,1837,0.2,TRUE,5,1000,0.839286474,0.829,0.326,0.089133089,0.149171271,0
16,1468,0.3,TRUE,50,1000,0.781586562,0.826,0.18,0.049261084,0.196808511,0
15,1572,0.3,TRUE,5,1000,0.825477739,0.805,0.539,0.145341615,0.097435897,0
14,1730,0.2,TRUE,50,1000,0.712510946,0.716,0.342,0.198917456,0.049808429,1
9,1973,0.05,TRUE,5,1000,0.899994739,0.968,0.055,0.049484536,0.2,0
11,1683,0.1,TRUE,5,1000,0.861928662,0.875,0.231,0.191919192,0.064220183,1
13,1838,0.2,TRUE,5,1000,0.840801325,0.852,0.263,0.062726176,0.210526316,0
12,1610,0.1,TRUE,50,1000,0.735338989,0.877,0.859,0.049826188,0.197080292,1
10,1623,0.05,TRUE,50,1000,0.802328656,0.945,0.068,0.049578059,0.192307692,0
15,1573,0.3,TRUE,5,1000,0.822474157,0.801,0.52,0.140372671,0.107692308,0
16,1469,0.3,TRUE,50,1000,0.781298972,0.847,0.185,0.049636804,0.195402299,0
14,1731,0.2,TRUE,50,1000,0.712453536,0.684,0.36,0.198324022,0.049295775,1
9,1974,0.05,TRUE,5,1000,0.90063837,0.97,0.049,0.049586777,0.1875,0
11,1684,0.1,TRUE,5,1000,0.863305664,0.895,0.162,0.056,0.2,0
13,1839,0.2,TRUE,5,1000,0.842414903,0.87,0.204,0.056338028,0.209459459,0
12,1611,0.1,TRUE,50,1000,0.735497257,0.883,0.875,0.049030787,0.195121951,1
15,1574,0.3,TRUE,5,1000,0.822592909,0.809,0.543,0.126092385,0.115577889,1
10,1624,0.05,TRUE,50,1000,0.803042637,0.946,0.074,0.04973545,0.2,0
9,1975,0.05,TRUE,5,1000,0.900474184,0.97,0.045,0.049484536,0.2,0
16,1470,0.3,TRUE,50,1000,0.781295151,0.856,0.153,0.049586777,0.196078431,0
14,1732,0.2,TRUE,50,1000,0.716387793,0.714,0.294,0.052631579,0.193037975,0
11,1685,0.1,TRUE,5,1000,0.863663863,0.91,0.131,0.051396648,0.2,0
13,1840,0.2,TRUE,5,1000,0.842505985,0.882,0.171,0.057471264,0.192307692,0
10,1625,0.05,TRUE,50,1000,0.803865391,0.943,0.072,0.049682875,0.185185185,0
12,1612,0.1,TRUE,50,1000,0.734927421,0.891,0.878,0.049830125,0.196581197,1
15,1575,0.3,TRUE,5,1000,0.82200274,0.805,0.529,0.135970334,0.136125654,0
9,1976,0.05,TRUE,5,1000,0.900498624,0.971,0.046,0.049484536,0.2,0
14,1733,0.2,TRUE,50,1000,0.712456572,0.69,0.347,0.198879552,0.048951049,1
11,1686,0.1,TRUE,5,1000,0.864146734,0.914,0.114,0.051648352,0.188888889,0
16,1471,0.3,TRUE,50,1000,0.778943724,0.823,0.232,0.199766355,0.048611111,1
10,1626,0.05,TRUE,50,1000,0.803788544,0.948,0.074,0.049840933,0.192982456,0
13,1841,0.2,TRUE,5,1000,0.843382366,0.897,0.155,0.055555556,0.186440678,0
12,1613,0.1,TRUE,50,1000,0.734682437,0.895,0.875,0.049382716,0.19266055,1
9,1977,0.05,TRUE,5,1000,0.901609037,0.973,0.051,0.049433574,0.172413793,0
15,1576,0.3,TRUE,5,1000,0.823843578,0.813,0.501,0.129192547,0.133333333,1
14,1734,0.2,TRUE,50,1000,0.713435157,0.673,0.372,0.198550725,0.048387097,1
16,1472,0.3,TRUE,50,1000,0.779949717,0.837,0.172,0.04981774,0.197740113,0
11,1687,0.1,TRUE,5,1000,0.864380027,0.895,0.169,0.198030635,0.046511628,1
13,1842,0.2,TRUE,5,1000,0.84663145,0.912,0.135,0.051282051,0.213592233,0
10,1627,0.05,TRUE,50,1000,0.805348787,0.952,0.078,0.049578059,0.192307692,0
12,1614,0.1,TRUE,50,1000,0.735574365,0.907,0.878,0.049162011,0.2,1
9,1978,0.05,TRUE,5,1000,0.901288215,0.976,0.052,0.049331963,0.185185185,0
15,1577,0.3,TRUE,5,1000,0.822427491,0.813,0.579,0.118081181,0.117647059,1
14,1735,0.2,TRUE,50,1000,0.710736845,0.66,0.405,0.196136701,0.055045872,1
13,1843,0.2,TRUE,5,1000,0.845174856,0.913,0.113,0.05372807,0.170454545,0
11,1688,0.1,TRUE,5,1000,0.862123566,0.866,0.217,0.193296089,0.057142857,1
16,1473,0.3,TRUE,50,1000,0.778466678,0.803,0.242,0.199522103,0.049079755,1
9,1979,0.05,TRUE,5,1000,0.901066395,0.978,0.043,0.049180328,0.208333333,0
12,1615,0.1,TRUE,50,1000,0.731918329,0.909,0.896,0.049614112,0.193548387,1
10,1628,0.05,TRUE,50,1000,0.806027498,0.949,0.068,0.049369748,0.1875,0
14,1736,0.2,TRUE,50,1000,0.709618729,0.626,0.416,0.196969697,0.047058824,1
15,1578,0.3,TRUE,5,1000,0.821254773,0.821,0.675,0.082410824,0.176470588,1
13,1844,0.2,TRUE,5,1000,0.846320533,0.923,0.111,0.051478642,0.195402299,0
9,1980,0.05,TRUE,5,1000,0.901492215,0.978,0.038,0.049079755,0.181818182,0
16,1474,0.3,TRUE,50,1000,0.778527265,0.822,0.198,0.0498132,0.197969543,0
12,1616,0.1,TRUE,50,1000,0.731258296,0.91,0.898,0.04950495,0.197802198,1
10,1629,0.05,TRUE,50,1000,0.805908748,0.948,0.068,0.049525817,0.196078431,0
11,1689,0.1,TRUE,5,1000,0.861490356,0.85,0.251,0.192840647,0.037313433,1
13,1845,0.2,TRUE,5,1000,0.846122528,0.926,0.096,0.049837486,0.194805195,0
14,1737,0.2,TRUE,50,1000,0.707212598,0.602,0.44,0.194888179,0.048128342,1
15,1579,0.3,TRUE,5,1000,0.820338937,0.827,0.733,0.079171742,0.145251397,1
9,1981,0.05,TRUE,5,1000,0.900839557,0.973,0.044,0.050102249,0.136363636,0
16,1475,0.3,TRUE,50,1000,0.778560318,0.787,0.249,0.199513382,0.04494382,1
10,1630,0.05,TRUE,50,1000,0.80493659,0.944,0.074,0.049578059,0.192307692,0
11,1690,0.1,TRUE,5,1000,0.861603048,0.841,0.273,0.189411765,0.053333333,1
13,1846,0.2,TRUE,5,1000,0.845572407,0.907,0.174,0.199784017,0.040540541,1
14,1738,0.2,TRUE,50,1000,0.709144472,0.639,0.385,0.073089701,0.170854271,0
12,1617,0.1,TRUE,50,1000,0.73322907,0.911,0.892,0.049450549,0.2,1
15,1580,0.3,TRUE,5,1000,0.823494974,0.843,0.729,0.072551391,0.173410405,1
9,1982,0.05,TRUE,5,1000,0.90240263,0.969,0.054,0.049331963,0.185185185,0
16,1476,0.3,TRUE,50,1000,0.776809253,0.757,0.279,0.199491741,0.046948357,1
11,1691,0.1,TRUE,5,1000,0.860886821,0.828,0.299,0.1843044,0.056603774,1
10,1631,0.05,TRUE,50,1000,0.804759851,0.946,0.076,0.049788136,0.196428571,0
13,1847,0.2,TRUE,5,1000,0.84511882,0.92,0.129,0.051819184,0.215053763,0
14,1739,0.2,TRUE,50,1000,0.712037641,0.677,0.35,0.051643192,0.193905817,0
12,1618,0.1,TRUE,50,1000,0.732786701,0.872,0.832,0.199780461,0.04494382,0
15,1581,0.3,TRUE,5,1000,0.825925852,0.855,0.781,0.06405694,0.178343949,1
9,1983,0.05,TRUE,5,1000,0.902235047,0.972,0.057,0.049535604,0.193548387,0
13,1848,0.2,TRUE,5,1000,0.845821217,0.927,0.099,0.052173913,0.175,0
16,1477,0.3,TRUE,50,1000,0.776992782,0.736,0.313,0.199471598,0.049382716,1
10,1632,0.05,TRUE,50,1000,0.805526711,0.946,0.074,0.049682875,0.185185185,0
14,1740,0.2,TRUE,50,1000,0.712923355,0.704,0.307,0.051698671,0.19504644,0
11,1692,0.1,TRUE,5,1000,0.857357582,0.822,0.327,0.175120773,0.087209302,1
12,1619,0.1,TRUE,50,1000,0.732807361,0.83,0.789,0.199541284,0.046875,0
9,1984,0.05,TRUE,5,1000,0.901167614,0.975,0.051,0.049382716,0.178571429,0
15,1582,0.3,TRUE,5,1000,0.829444103,0.877,0.815,0.052631579,0.213793103,1
13,1849,0.2,TRUE,5,1000,0.847460948,0.935,0.091,0.050701187,0.191780822,0
10,1633,0.05,TRUE,50,1000,0.805892157,0.943,0.08,0.049682875,0.185185185,0
16,1478,0.3,TRUE,50,1000,0.776453997,0.766,0.262,0.048913043,0.196969697,0
14,1741,0.2,TRUE,50,1000,0.716100094,0.728,0.288,0.049715909,0.199324324,0
9,1985,0.05,TRUE,5,1000,0.901604329,0.978,0.048,0.049230769,0.2,0
11,1693,0.1,TRUE,5,1000,0.856056193,0.819,0.334,0.178832117,0.06741573,1
12,1620,0.1,TRUE,50,1000,0.73465059,0.842,0.82,0.04939759,0.2,1
15,1583,0.3,TRUE,5,1000,0.830745645,0.889,0.845,0.054732041,0.18699187,1
13,1850,0.2,TRUE,5,1000,0.84818327,0.936,0.082,0.049197861,0.2,0
14,1742,0.2,TRUE,50,1000,0.717819393,0.757,0.264,0.049450549,0.198529412,0
16,1479,0.3,TRUE,50,1000,0.777938749,0.794,0.228,0.049608355,0.196581197,0
10,1634,0.05,TRUE,50,1000,0.80792922,0.943,0.076,0.049840933,0.192982456,0
9,1986,0.05,TRUE,5,1000,0.900769801,0.972,0.04,0.049079755,0.181818182,0
11,1694,0.1,TRUE,5,1000,0.858101447,0.842,0.304,0.076923077,0.187845304,0
12,1621,0.1,TRUE,50,1000,0.738261073,0.853,0.835,0.049881235,0.196202532,1
13,1851,0.2,TRUE,5,1000,0.850043302,0.944,0.087,0.049145299,0.203125,0
15,1584,0.3,TRUE,5,1000,0.831650116,0.896,0.872,0.052868391,0.189189189,1
14,1743,0.2,TRUE,50,1000,0.719847911,0.779,0.233,0.048877147,0.197530864,0
9,1987,0.05,TRUE,5,1000,0.899896096,0.973,0.048,0.049382716,0.178571429,0
13,1852,0.2,TRUE,5,1000,0.849315361,0.948,0.076,0.050847458,0.196428571,0
11,1695,0.1,TRUE,5,1000,0.859783881,0.864,0.245,0.066508314,0.189873418,0
12,1622,0.1,TRUE,50,1000,0.73860664,0.859,0.858,0.049237984,0.197278912,1
16,1480,0.3,TRUE,50,1000,0.778248403,0.821,0.203,0.049118388,0.199029126,0
10,1635,0.05,TRUE,50,1000,0.808289035,0.943,0.08,0.049840933,0.192982456,0
14,1744,0.2,TRUE,50,1000,0.721006791,0.804,0.212,0.048780488,0.199095023,0
9,1988,0.05,TRUE,5,1000,0.899505246,0.97,0.049,0.049331963,0.185185185,0
13,1853,0.2,TRUE,5,1000,0.851553419,0.949,0.06,0.050632911,0.173076923,0
11,1696,0.1,TRUE,5,1000,0.859159652,0.877,0.191,0.063657407,0.176470588,0
12,1623,0.1,TRUE,50,1000,0.738074767,0.869,0.853,0.048894063,0.19858156,1
15,1585,0.3,TRUE,5,1000,0.831695711,0.901,0.876,0.051339286,0.192307692,1
10,1636,0.05,TRUE,50,1000,0.809780827,0.943,0.076,0.049840933,0.192982456,0
9,1989,0.05,TRUE,5,1000,0.899866789,0.973,0.051,0.049484536,0.2,0
14,1745,0.2,TRUE,50,1000,0.722961127,0.817,0.196,0.049751244,0.198979592,0
16,1481,0.3,TRUE,50,1000,0.779244633,0.839,0.178,0.049939099,0.195530726,0
13,1854,0.2,TRUE,5,1000,0.851414275,0.948,0.072,0.049525817,0.196078431,0
11,1697,0.1,TRUE,5,1000,0.862012189,0.891,0.155,0.05359179,0.195121951,0
15,1586,0.3,TRUE,5,1000,0.831286691,0.876,0.808,0.198668147,0.04040404,0
10,1637,0.05,TRUE,50,1000,0.81199728,0.94,0.078,0.049840933,0.192982456,0
12,1624,0.1,TRUE,50,1000,0.738178633,0.884,0.859,0.049482163,0.198473282,1
9,1990,0.05,TRUE,5,1000,0.900184429,0.974,0.04,0.049331963,0.185185185,0
14,1746,0.2,TRUE,50,1000,0.726345769,0.835,0.181,0.048959608,0.196721311,0
13,1855,0.2,TRUE,5,1000,0.851338586,0.953,0.071,0.049578059,0.192307692,0
11,1698,0.1,TRUE,5,1000,0.86404444,0.902,0.125,0.051627385,0.19266055,0
16,1482,0.3,TRUE,50,1000,0.775671893,0.809,0.25,0.199046484,0.049689441,1
15,1587,0.3,TRUE,5,1000,0.832120169,0.88,0.838,0.057077626,0.193548387,1
9,1991,0.05,TRUE,5,1000,0.899487163,0.974,0.051,0.049281314,0.192307692,0
10,1638,0.05,TRUE,50,1000,0.813303114,0.943,0.076,0.05,0.2,0
12,1625,0.1,TRUE,50,1000,0.734711715,0.835,0.786,0.199095023,0.043103448,0
13,1856,0.2,TRUE,5,1000,0.851922922,0.952,0.06,0.049317943,0.191489362,0
14,1747,0.2,TRUE,50,1000,0.726275572,0.847,0.168,0.049101796,0.2,0
11,1699,0.1,TRUE,5,1000,0.866059619,0.906,0.119,0.050997783,0.183673469,0
16,1483,0.3,TRUE,50,1000,0.772910642,0.777,0.257,0.199011125,0.047120419,1
9,1992,0.05,TRUE,5,1000,0.900208874,0.973,0.046,0.049281314,0.192307692,0
15,1588,0.3,TRUE,5,1000,0.832288005,0.852,0.777,0.194318182,0.05,0
13,1857,0.2,TRUE,5,1000,0.850557698,0.957,0.063,0.049369748,0.1875,0
10,1639,0.05,TRUE,50,1000,0.81422163,0.944,0.075,0.049840933,0.192982456,0
14,1748,0.2,TRUE,50,1000,0.724102372,0.852,0.159,0.049586777,0.196078431,0
12,1626,0.1,TRUE,50,1000,0.734430737,0.797,0.752,0.2,0.048484848,0
16,1484,0.3,TRUE,50,1000,0.774451166,0.806,0.209,0.048906049,0.197309417,0
11,1700,0.1,TRUE,5,1000,0.867175537,0.909,0.118,0.050772627,0.191489362,0
9,1993,0.05,TRUE,5,1000,0.900581287,0.974,0.054,0.050359712,0.148148148,0
13,1858,0.2,TRUE,5,1000,0.850778333,0.961,0.061,0.049111808,0.209302326,0
15,1589,0.3,TRUE,5,1000,0.833186445,0.865,0.807,0.058685446,0.182432432,1
14,1749,0.2,TRUE,50,1000,0.718590582,0.81,0.228,0.199530516,0.047297297,1
10,1640,0.05,TRUE,50,1000,0.812805663,0.95,0.076,0.049788136,0.196428571,0
12,1627,0.1,TRUE,50,1000,0.732935005,0.764,0.71,0.199498118,0.049261084,0
9,1994,0.05,TRUE,5,1000,0.900142112,0.974,0.047,0.049281314,0.192307692,0
13,1859,0.2,TRUE,5,1000,0.850141204,0.926,0.138,0.200832466,0.025641026,1
11,1701,0.1,TRUE,5,1000,0.86861137,0.921,0.106,0.050605061,0.197802198,0
14,1750,0.2,TRUE,50,1000,0.715544837,0.77,0.279,0.2,0.047368421,1
15,1590,0.3,TRUE,5,1000,0.835828661,0.883,0.82,0.055491329,0.2,1
16,1485,0.3,TRUE,50,1000,0.77565296,0.828,0.193,0.049627792,0.195876289,0
10,1641,0.05,TRUE,50,1000,0.814321881,0.949,0.071,0.049473684,0.2,0
9,1995,0.05,TRUE,5,1000,0.899488584,0.972,0.043,0.049281314,0.192307692,0
13,1860,0.2,TRUE,5,1000,0.850105359,0.929,0.093,0.05075594,0.189189189,0
12,1628,0.1,TRUE,50,1000,0.73324548,0.736,0.684,0.19895288,0.046610169,0
11,1702,0.1,TRUE,5,1000,0.869682003,0.926,0.094,0.049945711,0.202531646,0
14,1751,0.2,TRUE,50,1000,0.716402621,0.736,0.309,0.2,0.047826087,1
16,1486,0.3,TRUE,50,1000,0.776187819,0.841,0.177,0.049516908,0.197674419,0
15,1591,0.3,TRUE,5,1000,0.836070945,0.891,0.855,0.05209513,0.205128205,1
13,1861,0.2,TRUE,5,1000,0.849286288,0.937,0.089,0.050592034,0.183098592,0
10,1642,0.05,TRUE,50,1000,0.815540338,0.955,0.066,0.049525817,0.196078431,0
9,1996,0.05,TRUE,5,1000,0.898684644,0.969,0.05,0.049382716,0.178571429,0
12,1629,0.1,TRUE,50,1000,0.734457031,0.713,0.666,0.198369565,0.049242424,0
11,1703,0.1,TRUE,5,1000,0.869332405,0.933,0.098,0.049676026,0.202702703,0
14,1752,0.2,TRUE,50,1000,0.714899029,0.756,0.261,0.048913043,0.200757576,0
16,1487,0.3,TRUE,50,1000,0.776633753,0.847,0.165,0.049940547,0.194968553,0
15,1592,0.3,TRUE,5,1000,0.834316006,0.87,0.802,0.195286195,0.055045872,0
10,1643,0.05,TRUE,50,1000,0.817327615,0.951,0.064,0.04921466,0.2,0
9,1997,0.05,TRUE,5,1000,0.898935202,0.972,0.058,0.049535604,0.193548387,0
13,1862,0.2,TRUE,5,1000,0.850301058,0.913,0.161,0.19850587,0.047619048,1
11,1704,0.1,TRUE,5,1000,0.870970093,0.941,0.088,0.049303323,0.223880597,0
12,1630,0.1,TRUE,50,1000,0.734143148,0.687,0.632,0.20056101,0.045296167,0
14,1753,0.2,TRUE,50,1000,0.717338313,0.783,0.242,0.048941799,0.196721311,0
16,1488,0.3,TRUE,50,1000,0.776962101,0.863,0.165,0.049586777,0.196078431,0
9,1998,0.05,TRUE,5,1000,0.899615256,0.97,0.046,0.049382716,0.178571429,0
15,1593,0.3,TRUE,5,1000,0.831915963,0.847,0.762,0.193103448,0.053846154,0
13,1863,0.2,TRUE,5,1000,0.848728843,0.89,0.193,0.197152245,0.034482759,1
10,1644,0.05,TRUE,50,1000,0.817926339,0.951,0.071,0.049421661,0.183673469,0
11,1705,0.1,TRUE,5,1000,0.872135585,0.948,0.078,0.048884166,0.203389831,0
14,1754,0.2,TRUE,50,1000,0.718362631,0.801,0.22,0.049808429,0.198156682,0
12,1631,0.1,TRUE,50,1000,0.732968149,0.656,0.628,0.199417758,0.044728435,0
9,1999,0.05,TRUE,5,1000,0.898458051,0.97,0.05,0.049484536,0.2,0
15,1594,0.3,TRUE,5,1000,0.831224844,0.831,0.745,0.19244392,0.052287582,0
16,1489,0.3,TRUE,50,1000,0.778274176,0.877,0.148,0.049826188,0.197080292,0
13,1864,0.2,TRUE,5,1000,0.843607458,0.868,0.224,0.194382022,0.036363636,1
10,1645,0.05,TRUE,50,1000,0.817482072,0.951,0.069,0.049421661,0.183673469,0
11,1706,0.1,TRUE,5,1000,0.873242878,0.946,0.072,0.049578059,0.192307692,0
14,1755,0.2,TRUE,50,1000,0.72012997,0.816,0.195,0.049937578,0.195979899,0
12,1632,0.1,TRUE,50,1000,0.733025695,0.627,0.594,0.196646341,0.049418605,0
9,2000,0.05,TRUE,5,1000,0.898483823,0.968,0.046,0.049484536,0.2,0
13,1865,0.2,TRUE,5,1000,0.84424226,0.882,0.18,0.057603687,0.196969697,0
15,1595,0.3,TRUE,5,1000,0.832449884,0.815,0.714,0.185318893,0.071005917,0
10,1646,0.05,TRUE,50,1000,0.819340076,0.949,0.069,0.049421661,0.183673469,0
16,1490,0.3,TRUE,50,1000,0.778072775,0.844,0.205,0.1995439,0.048780488,1
11,1707,0.1,TRUE,5,1000,0.873093217,0.948,0.072,0.050739958,0.185185185,0
12,1633,0.1,TRUE,50,1000,0.729798497,0.607,0.555,0.188197767,0.061662198,0
14,1756,0.2,TRUE,50,1000,0.721055359,0.825,0.187,0.049019608,0.195652174,0
13,1866,0.2,TRUE,5,1000,0.845533061,0.893,0.137,0.052154195,0.194915254,0
15,1596,0.3,TRUE,5,1000,0.833392764,0.8,0.679,0.18404908,0.064864865,0
10,1647,0.05,TRUE,50,1000,0.819617719,0.949,0.072,0.049525817,0.196078431,0
16,1491,0.3,TRUE,50,1000,0.778494892,0.817,0.238,0.199052133,0.044871795,1
11,1708,0.1,TRUE,5,1000,0.874368779,0.951,0.067,0.050632911,0.173076923,0
12,1634,0.1,TRUE,50,1000,0.72981278,0.6,0.535,0.172981878,0.078880407,0
14,1757,0.2,TRUE,50,1000,0.722152562,0.835,0.181,0.04969697,0.2,0
13,1867,0.2,TRUE,5,1000,0.84822959,0.902,0.133,0.051511758,0.196261682,0
15,1597,0.3,TRUE,5,1000,0.832474222,0.79,0.626,0.165,0.1,0
10,1648,0.05,TRUE,50,1000,0.81891262,0.948,0.068,0.049525817,0.196078431,0
11,1709,0.1,TRUE,5,1000,0.877011393,0.939,0.142,0.199789695,0.040816327,1
16,1492,0.3,TRUE,50,1000,0.781279888,0.796,0.266,0.199510404,0.049180328,1
12,1635,0.1,TRUE,50,1000,0.728304038,0.599,0.52,0.16,0.095,0
14,1758,0.2,TRUE,50,1000,0.720646086,0.845,0.169,0.049101796,0.2,0
13,1868,0.2,TRUE,5,1000,0.850243089,0.915,0.125,0.053215078,0.183673469,0
15,1598,0.3,TRUE,5,1000,0.83253785,0.784,0.588,0.155696203,0.104761905,0
10,1649,0.05,TRUE,50,1000,0.818532064,0.946,0.068,0.049578059,0.192307692,0
11,1710,0.1,TRUE,5,1000,0.876365131,0.943,0.091,0.051118211,0.196721311,0
16,1493,0.3,TRUE,50,1000,0.781968382,0.823,0.206,0.048994975,0.196078431,0
12,1636,0.1,TRUE,50,1000,0.72831663,0.59,0.514,0.165275459,0.087281796,0
14,1759,0.2,TRUE,50,1000,0.719253404,0.859,0.163,0.049704142,0.2,0
13,1869,0.2,TRUE,5,1000,0.850606456,0.92,0.106,0.054644809,0.164705882,0
15,1599,0.3,TRUE,5,1000,0.832323292,0.799,0.556,0.141581633,0.12962963,0
10,1650,0.05,TRUE,50,1000,0.819845049,0.949,0.066,0.049682875,0.185185185,0
11,1711,0.1,TRUE,5,1000,0.877025335,0.947,0.077,0.051961824,0.157894737,0
16,1494,0.3,TRUE,50,1000,0.783501196,0.794,0.26,0.19927096,0.04519774,1
12,1637,0.1,TRUE,50,1000,0.72739407,0.599,0.496,0.155932203,0.092682927,0
13,1870,0.2,TRUE,5,1000,0.852479919,0.931,0.098,0.05,0.2,0
14,1760,0.2,TRUE,50,1000,0.720909138,0.859,0.148,0.048894063,0.19858156,0
15,1600,0.3,TRUE,5,1000,0.829990642,0.793,0.557,0.150187735,0.094527363,0
11,1712,0.1,TRUE,5,1000,0.877693269,0.95,0.072,0.050686378,0.169811321,0
10,1651,0.05,TRUE,50,1000,0.820222916,0.946,0.071,0.049525817,0.196078431,0
16,1495,0.3,TRUE,50,1000,0.781693194,0.769,0.279,0.198992443,0.048543689,1
13,1871,0.2,TRUE,5,1000,0.84870347,0.892,0.171,0.198711063,0.028985507,1
12,1638,0.1,TRUE,50,1000,0.728957086,0.621,0.561,0.095158598,0.159600998,1
14,1761,0.2,TRUE,50,1000,0.723568405,0.873,0.152,0.048894063,0.19858156,0
15,1601,0.3,TRUE,5,1000,0.830162306,0.799,0.497,0.133669609,0.120772947,0
11,1713,0.1,TRUE,5,1000,0.87891749,0.956,0.079,0.049473684,0.18,0
10,1652,0.05,TRUE,50,1000,0.820998121,0.951,0.07,0.049682875,0.185185185,0
16,1496,0.3,TRUE,50,1000,0.782767845,0.749,0.307,0.198959688,0.047619048,1
13,1872,0.2,TRUE,5,1000,0.850752732,0.906,0.148,0.054932735,0.194444444,0
12,1639,0.1,TRUE,50,1000,0.728098948,0.649,0.615,0.080515298,0.158311346,1
14,1762,0.2,TRUE,50,1000,0.723946902,0.868,0.127,0.049255441,0.196850394,0
15,1602,0.3,TRUE,5,1000,0.827670957,0.801,0.465,0.121401752,0.129353234,0
11,1714,0.1,TRUE,5,1000,0.880180122,0.958,0.06,0.04916318,0.204545455,0
10,1653,0.05,TRUE,50,1000,0.822500784,0.95,0.065,0.049421661,0.183673469,0
13,1873,0.2,TRUE,5,1000,0.849785482,0.903,0.119,0.056291391,0.170212766,0
12,1640,0.1,TRUE,50,1000,0.728271706,0.689,0.669,0.055469954,0.190883191,1
11,1715,0.1,TRUE,5,1000,0.880643641,0.958,0.059,0.049060543,0.19047619,0
15,1603,0.3,TRUE,5,1000,0.830034628,0.81,0.47,0.123595506,0.130653266,0
16,1497,0.3,TRUE,50,1000,0.785909704,0.776,0.243,0.049399199,0.199203187,0
14,1763,0.2,TRUE,50,1000,0.726308509,0.877,0.148,0.049539171,0.196969697,0
10,1654,0.05,TRUE,50,1000,0.82326072,0.949,0.067,0.049473684,0.2,0
13,1874,0.2,TRUE,5,1000,0.850887492,0.915,0.123,0.050941307,0.195876289,0
12,1641,0.1,TRUE,50,1000,0.730431136,0.72,0.706,0.050798258,0.196141479,1
11,1716,0.1,TRUE,5,1000,0.883000055,0.964,0.056,0.049060543,0.19047619,0
15,1604,0.3,TRUE,5,1000,0.831544978,0.817,0.461,0.122222222,0.136842105,0
16,1498,0.3,TRUE,50,1000,0.788062647,0.803,0.223,0.048969072,0.196428571,0
14,1764,0.2,TRUE,50,1000,0.728240444,0.833,0.214,0.1995439,0.048780488,1
10,1655,0.05,TRUE,50,1000,0.824330573,0.949,0.067,0.049525817,0.196078431,0
13,1875,0.2,TRUE,5,1000,0.851023504,0.913,0.103,0.052459016,0.176470588,0
12,1642,0.1,TRUE,50,1000,0.730525907,0.757,0.731,0.05,0.2,1
11,1717,0.1,TRUE,5,1000,0.882418916,0.968,0.061,0.049792531,0.194444444,0
15,1605,0.3,TRUE,5,1000,0.830550314,0.815,0.453,0.148102815,0.103825137,1
16,1499,0.3,TRUE,50,1000,0.790647117,0.83,0.2,0.0498132,0.197969543,0
14,1765,0.2,TRUE,50,1000,0.724368948,0.791,0.242,0.199279712,0.047904192,1
10,1656,0.05,TRUE,50,1000,0.825233485,0.945,0.075,0.049525817,0.196078431,0
13,1876,0.2,TRUE,5,1000,0.850386553,0.914,0.103,0.049288061,0.206896552,0
11,1718,0.1,TRUE,5,1000,0.880380516,0.965,0.054,0.049586777,0.1875,0
12,1643,0.1,TRUE,50,1000,0.730612896,0.784,0.758,0.048877147,0.197530864,1
15,1606,0.3,TRUE,5,1000,0.826532074,0.806,0.503,0.134969325,0.102702703,1
16,1500,0.3,TRUE,50,1000,0.792208275,0.852,0.172,0.04939759,0.2,0
10,1657,0.05,TRUE,50,1000,0.826696883,0.914,0.141,0.2,0.036363636,1
14,1766,0.2,TRUE,50,1000,0.721149606,0.753,0.286,0.199747155,0.04784689,1
13,1877,0.2,TRUE,5,1000,0.851256349,0.918,0.108,0.049234136,0.209302326,0
11,1719,0.1,TRUE,5,1000,0.881841969,0.964,0.058,0.049740933,0.2,0
12,1644,0.1,TRUE,50,1000,0.731097007,0.807,0.785,0.049744898,0.199074074,1
15,1607,0.3,TRUE,5,1000,0.828119536,0.808,0.491,0.138957816,0.108247423,1
16,1501,0.3,TRUE,50,1000,0.793095748,0.867,0.154,0.049295775,0.195945946,0
10,1658,0.05,TRUE,50,1000,0.823725065,0.878,0.189,0.199124726,0.046511628,1
14,1767,0.2,TRUE,50,1000,0.719285129,0.722,0.316,0.199203187,0.048582996,1
13,1878,0.2,TRUE,5,1000,0.851208139,0.924,0.115,0.050108932,0.219512195,0
11,1720,0.1,TRUE,5,1000,0.883043257,0.966,0.051,0.049792531,0.194444444,0
12,1645,0.1,TRUE,50,1000,0.733419976,0.828,0.806,0.049566295,0.196891192,1
15,1608,0.3,TRUE,5,1000,0.830068237,0.809,0.441,0.123762376,0.109375,0
16,1502,0.3,TRUE,50,1000,0.794813667,0.88,0.136,0.049596309,0.195488722,0
10,1659,0.05,TRUE,50,1000,0.824937651,0.858,0.206,0.199316629,0.049180328,1
14,1768,0.2,TRUE,50,1000,0.711156073,0.686,0.337,0.199445983,0.04676259,1
13,1879,0.2,TRUE,5,1000,0.851220868,0.928,0.092,0.050865801,0.184210526,0
